"","SiteName","Latitude","Longitude","Year","JulianDay","AphidCount","AphidDDS"
"867","2016-Site-11",46.52802,-117.08922,2016,190,0,998.48089772635
"868","2016-Site-11",46.52802,-117.08922,2016,197,0,1074.6416696896
"869","2016-Site-11",46.52802,-117.08922,2016,204,0,1171.94906002301
"870","2016-Site-10",46.52808,-117.14512,2016,129,0,370.530409256582
"871","2016-Site-10",46.52808,-117.14512,2016,134,0,410.159580711249
"872","2016-Site-10",46.52808,-117.14512,2016,137,1,428.464580711249
"873","2016-Site-10",46.52808,-117.14512,2016,141,0,457.869568632378
"874","2016-Site-10",46.52808,-117.14512,2016,148,0,499.014568632378
"875","2016-Site-10",46.52808,-117.14512,2016,155,6,564.941065593714
"876","2016-Site-10",46.52808,-117.14512,2016,162,0,661.958369685065
"877","2016-Site-10",46.52808,-117.14512,2016,169,1,707.084155501389
"878","2016-Site-10",46.52808,-117.14512,2016,176,3,773.454309397438
"879","2016-Site-10",46.52808,-117.14512,2016,183,0,875.937060275338
"880","2016-Site-10",46.52808,-117.14512,2016,190,5,957.902060275338
"881","2016-Site-10",46.52808,-117.14512,2016,197,0,1031.73573124671
"882","2016-Site-10",46.52808,-117.14512,2016,204,0,1126.60999618435
"883","2016-Site-09",46.54965,-117.18157,2016,129,2,367.959405799621
"884","2016-Site-09",46.54965,-117.18157,2016,134,3,407.242662386697
"885","2016-Site-09",46.54965,-117.18157,2016,137,0,425.452662386697
"886","2016-Site-09",46.54965,-117.18157,2016,141,3,454.574056703806
"887","2016-Site-09",46.54965,-117.18157,2016,148,0,495.364056703806
"888","2016-Site-09",46.54965,-117.18157,2016,155,7,560.669100790828
"889","2016-Site-09",46.54965,-117.18157,2016,162,7,657.17699140186
"890","2016-Site-09",46.54965,-117.18157,2016,169,4,701.978624734074
"891","2016-Site-09",46.54965,-117.18157,2016,176,6,767.752333746843
"892","2016-Site-09",46.54965,-117.18157,2016,183,2,869.348125060669
"893","2016-Site-09",46.54965,-117.18157,2016,190,9,950.748125060669
"894","2016-Site-09",46.54965,-117.18157,2016,197,1,1024.21077406234
"895","2016-Site-09",46.54965,-117.18157,2016,204,0,1118.4022506874
"896","2016-Site-08",46.56925,-117.22455,2016,129,2,378.786701710534
"897","2016-Site-08",46.56925,-117.22455,2016,134,1,418.641202453228
"898","2016-Site-08",46.56925,-117.22455,2016,137,0,437.506202453228
"899","2016-Site-08",46.56925,-117.22455,2016,141,0,467.231126003885
"900","2016-Site-08",46.56925,-117.22455,2016,148,1,509.586126003885
"901","2016-Site-08",46.56925,-117.22455,2016,155,6,575.678437592862
"902","2016-Site-08",46.56925,-117.22455,2016,162,0,672.677150421601
"903","2016-Site-08",46.56925,-117.22455,2016,169,2,718.917884239386
"904","2016-Site-08",46.56925,-117.22455,2016,176,0,785.648710929858
"905","2016-Site-08",46.56925,-117.22455,2016,183,0,887.049203614446
"906","2016-Site-08",46.56925,-117.22455,2016,190,4,969.559203614446
"907","2016-Site-08",46.56925,-117.22455,2016,197,0,1044.34556817131
"908","2016-Site-08",46.56925,-117.22455,2016,204,0,1139.20195515522
"909","2016-Site-07",46.61387,-117.21197,2016,129,0,392.98620789145
"910","2016-Site-07",46.61387,-117.21197,2016,134,1,433.741448898258
"911","2016-Site-07",46.61387,-117.21197,2016,137,1,453.651448898258
"912","2016-Site-07",46.61387,-117.21197,2016,141,0,484.439712863827
"913","2016-Site-07",46.61387,-117.21197,2016,148,0,528.864712863827
"914","2016-Site-07",46.61387,-117.21197,2016,155,1,596.088986527753
"915","2016-Site-07",46.61387,-117.21197,2016,162,1,693.854618406457
"916","2016-Site-07",46.61387,-117.21197,2016,169,1,741.92689006333
"917","2016-Site-07",46.61387,-117.21197,2016,176,2,810.153867486475
"918","2016-Site-07",46.61387,-117.21197,2016,183,0,911.426461562088
"919","2016-Site-07",46.61387,-117.21197,2016,190,0,995.390070663152
"920","2016-Site-07",46.61387,-117.21197,2016,197,0,1071.68182298239
"921","2016-Site-07",46.61387,-117.21197,2016,204,0,1167.58643090324
"922","2016-Site-06",46.6315,-117.17405,2016,129,1,379.354471282679
"923","2016-Site-06",46.6315,-117.17405,2016,134,0,419.143508705207
"924","2016-Site-06",46.6315,-117.17405,2016,137,0,438.538508705207
"925","2016-Site-06",46.6315,-117.17405,2016,141,0,468.631404451833
"926","2016-Site-06",46.6315,-117.17405,2016,148,0,511.246404451833
"927","2016-Site-06",46.6315,-117.17405,2016,155,2,576.78261494758
"928","2016-Site-06",46.6315,-117.17405,2016,162,2,673.382176254277
"929","2016-Site-06",46.6315,-117.17405,2016,169,1,719.7241171718
"930","2016-Site-06",46.6315,-117.17405,2016,176,5,786.391166726122
"931","2016-Site-06",46.6315,-117.17405,2016,183,3,886.321823092983
"932","2016-Site-06",46.6315,-117.17405,2016,190,2,968.431823092983
"933","2016-Site-06",46.6315,-117.17405,2016,197,1,1042.99815637381
"934","2016-Site-06",46.6315,-117.17405,2016,204,0,1137.38687640873
"935","2016-Site-05",46.9174,-117.1286,2016,129,0,370.026245613806
"936","2016-Site-05",46.9174,-117.1286,2016,134,0,408.159171053761
"937","2016-Site-05",46.9174,-117.1286,2016,137,1,428.899171053761
"938","2016-Site-05",46.9174,-117.1286,2016,141,0,458.74219151045
"939","2016-Site-05",46.9174,-117.1286,2016,148,1,499.447191510449
"940","2016-Site-05",46.9174,-117.1286,2016,155,1,561.171439518658
"941","2016-Site-05",46.9174,-117.1286,2016,162,1,655.749733358719
"942","2016-Site-05",46.9174,-117.1286,2016,169,0,700.352737473481
"943","2016-Site-05",46.9174,-117.1286,2016,176,1,765.402206412038
"944","2016-Site-05",46.9174,-117.1286,2016,183,1,860.744211999185
"945","2016-Site-05",46.9174,-117.1286,2016,190,2,939.054211999185
"946","2016-Site-05",46.9174,-117.1286,2016,197,0,1011.78930596315
"947","2016-Site-05",46.9174,-117.1286,2016,204,0,1102.87159551079
"948","2016-Site-04",47.0444,-117.11678,2016,129,0,361.866781211642
"949","2016-Site-04",47.0444,-117.11678,2016,134,2,399.047975346726
"950","2016-Site-04",47.0444,-117.11678,2016,137,0,419.887975346726
"951","2016-Site-04",47.0444,-117.11678,2016,141,0,449.365369761519
"952","2016-Site-04",47.0444,-117.11678,2016,148,1,488.855890193913
"953","2016-Site-04",47.0444,-117.11678,2016,155,0,549.674051565545
"954","2016-Site-04",47.0444,-117.11678,2016,162,0,643.801612485537
"955","2016-Site-04",47.0444,-117.11678,2016,169,1,687.653019611519
"956","2016-Site-04",47.0444,-117.11678,2016,176,0,751.842425353128
"957","2016-Site-04",47.0444,-117.11678,2016,183,0,847.093870051278
"958","2016-Site-04",47.0444,-117.11678,2016,190,0,923.613870051278
"959","2016-Site-04",47.0444,-117.11678,2016,197,0,996.115260381055
"960","2016-Site-04",47.0444,-117.11678,2016,204,0,1086.58022891706
"961","2016-Site-03",47.07245,-117.10352,2016,129,0,362.870084866686
"962","2016-Site-03",47.07245,-117.10352,2016,134,0,399.950545995557
"963","2016-Site-03",47.07245,-117.10352,2016,137,1,420.985545995557
"964","2016-Site-03",47.07245,-117.10352,2016,141,0,450.567504462461
"965","2016-Site-03",47.07245,-117.10352,2016,148,0,490.222504462461
"966","2016-Site-03",47.07245,-117.10352,2016,155,1,551.087383351661
"967","2016-Site-03",47.07245,-117.10352,2016,162,0,645.464797816978
"968","2016-Site-03",47.07245,-117.10352,2016,169,0,689.50286131361
"969","2016-Site-03",47.07245,-117.10352,2016,176,0,753.717267055219
"970","2016-Site-03",47.07245,-117.10352,2016,183,0,849.022791961074
"971","2016-Site-03",47.07245,-117.10352,2016,190,0,925.542791961074
"972","2016-Site-03",47.07245,-117.10352,2016,197,0,998.260765753619
"973","2016-Site-03",47.07245,-117.10352,2016,204,0,1088.85228114654
"974","2016-Site-02",47.11117,-117.14937,2016,129,0,360.440621509285
"975","2016-Site-02",47.11117,-117.14937,2016,134,0,397.469989949901
"976","2016-Site-02",47.11117,-117.14937,2016,137,0,418.519989949901
"977","2016-Site-02",47.11117,-117.14937,2016,141,0,448.086274254834
"978","2016-Site-02",47.11117,-117.14937,2016,148,0,487.96664891132
"979","2016-Site-02",47.11117,-117.14937,2016,155,0,549.157157419952
"980","2016-Site-02",47.11117,-117.14937,2016,162,0,643.399929377804
"981","2016-Site-02",47.11117,-117.14937,2016,169,1,687.595820515447
"982","2016-Site-02",47.11117,-117.14937,2016,176,1,751.752690348202
"983","2016-Site-02",47.11117,-117.14937,2016,183,0,847.322277755576
"984","2016-Site-02",47.11117,-117.14937,2016,190,5,923.802277755576
"985","2016-Site-02",47.11117,-117.14937,2016,197,2,996.878017258839
"986","2016-Site-02",47.11117,-117.14937,2016,204,1,1087.35893058448
"987","2016-Site-01",47.1458,-117.1818,2016,129,0,371.467203625253
"988","2016-Site-01",47.1458,-117.1818,2016,134,0,409.166875863615
"989","2016-Site-01",47.1458,-117.1818,2016,137,2,431.096875863615
"990","2016-Site-01",47.1458,-117.1818,2016,141,0,461.313845795421
"991","2016-Site-01",47.1458,-117.1818,2016,148,0,503.048845795421
"992","2016-Site-01",47.1458,-117.1818,2016,155,0,565.235353639675
"993","2016-Site-01",47.1458,-117.1818,2016,162,1,660.344720056834
"994","2016-Site-01",47.1458,-117.1818,2016,169,2,705.99023373371
"995","2016-Site-01",47.1458,-117.1818,2016,176,4,771.340547319489
"996","2016-Site-01",47.1458,-117.1818,2016,183,4,867.316865667999
"997","2016-Site-01",47.1458,-117.1818,2016,190,1,945.191865667999
"998","2016-Site-01",47.1458,-117.1818,2016,197,2,1019.60201920682
"999","2016-Site-01",47.1458,-117.1818,2016,204,0,1110.82803528668
"1000","2015-Site-14",46.8291,-117.11317,2015,142,15,456.343289320708
"1001","2015-Site-14",46.8291,-117.11317,2015,149,0,528.663289320708
"1002","2015-Site-14",46.8291,-117.11317,2015,156,3,609.833289320708
"1003","2015-Site-14",46.8291,-117.11317,2015,163,4,714.386651079204
"1004","2015-Site-14",46.8291,-117.11317,2015,170,1,797.469313086958
"1005","2015-Site-14",46.8291,-117.11317,2015,176,4,873.362661517757
"1006","2015-Site-14",46.8291,-117.11317,2015,183,3,998.785630536336
"1007","2015-Site-14",46.8291,-117.11317,2015,190,2,1119.32212229799
"1008","2015-Site-14",46.8291,-117.11317,2015,198,0,1238.49099599138
"1009","2015-Site-13",46.89793,-117.12277,2015,142,1,444.460485921086
"1010","2015-Site-13",46.89793,-117.12277,2015,149,5,516.495485921086
"1011","2015-Site-13",46.89793,-117.12277,2015,156,0,596.900485921086
"1012","2015-Site-13",46.89793,-117.12277,2015,163,0,700.72410650515
"1013","2015-Site-13",46.89793,-117.12277,2015,170,0,783.650953865555
"1014","2015-Site-13",46.89793,-117.12277,2015,176,3,859.559183302662
"1015","2015-Site-13",46.89793,-117.12277,2015,183,1,985.054517474634
"1016","2015-Site-13",46.89793,-117.12277,2015,190,3,1105.95394235629
"1017","2015-Site-13",46.89793,-117.12277,2015,198,0,1224.22542950002
"1018","2015-Site-12",46.84658,-117.096,2015,142,11,455.773310084266
"1019","2015-Site-12",46.84658,-117.096,2015,149,0,528.233310084266
"1020","2015-Site-12",46.84658,-117.096,2015,156,0,609.443310084266
"1021","2015-Site-12",46.84658,-117.096,2015,163,0,713.937126905832
"1022","2015-Site-12",46.84658,-117.096,2015,170,0,797.13554840302
"1023","2015-Site-12",46.84658,-117.096,2015,176,0,873.14821354127
"1024","2015-Site-12",46.84658,-117.096,2015,183,0,998.673499820718
"1025","2015-Site-12",46.84658,-117.096,2015,190,0,1119.34058493571
"1026","2015-Site-12",46.84658,-117.096,2015,198,0,1238.54443110103
"1027","2015-Site-11",46.47737,-117.12048,2015,142,3,448.139284071064
"1028","2015-Site-11",46.47737,-117.12048,2015,149,2,519.889284071064
"1029","2015-Site-11",46.47737,-117.12048,2015,156,8,600.384284071064
"1030","2015-Site-11",46.47737,-117.12048,2015,163,8,708.41782455139
"1031","2015-Site-11",46.47737,-117.12048,2015,170,7,796.521168509452
"1032","2015-Site-11",46.47737,-117.12048,2015,176,1,878.097172242472
"1033","2015-Site-11",46.47737,-117.12048,2015,183,1,1008.82580189632
"1034","2015-Site-11",46.47737,-117.12048,2015,190,1,1134.93041648534
"1035","2015-Site-11",46.47737,-117.12048,2015,198,0,1252.55839566981
"1036","2015-Site-10",46.5274,-117.15413,2015,142,2,456.227614202749
"1037","2015-Site-10",46.5274,-117.15413,2015,149,3,528.592614202749
"1038","2015-Site-10",46.5274,-117.15413,2015,156,2,610.007614202749
"1039","2015-Site-10",46.5274,-117.15413,2015,163,6,718.062888592895
"1040","2015-Site-10",46.5274,-117.15413,2015,170,5,805.708528544478
"1041","2015-Site-10",46.5274,-117.15413,2015,176,3,886.638239307355
"1042","2015-Site-10",46.5274,-117.15413,2015,183,1,1016.72570334134
"1043","2015-Site-10",46.5274,-117.15413,2015,190,1,1141.96580240155
"1044","2015-Site-10",46.5274,-117.15413,2015,198,0,1260.88658499557
"1045","2015-Site-09",46.54113,-117.19768,2015,142,4,453.967364782982
"1046","2015-Site-09",46.54113,-117.19768,2015,149,7,525.907364782982
"1047","2015-Site-09",46.54113,-117.19768,2015,156,4,606.997364782982
"1048","2015-Site-09",46.54113,-117.19768,2015,163,8,714.714428826083
"1049","2015-Site-09",46.54113,-117.19768,2015,170,4,801.73393810443
"1050","2015-Site-09",46.54113,-117.19768,2015,176,3,882.081832486827
"1051","2015-Site-09",46.54113,-117.19768,2015,183,0,1011.77311916672
"1052","2015-Site-09",46.54113,-117.19768,2015,190,0,1136.58194409907
"1053","2015-Site-09",46.54113,-117.19768,2015,198,0,1255.26485609407
"1054","2015-Site-08",46.55888,-117.21073,2015,142,5,451.400923458496
"1055","2015-Site-08",46.55888,-117.21073,2015,149,15,523.075923458496
"1056","2015-Site-08",46.55888,-117.21073,2015,156,12,603.930923458496
"1057","2015-Site-08",46.55888,-117.21073,2015,163,8,711.234569635887
"1058","2015-Site-08",46.55888,-117.21073,2015,170,5,797.716086750049
"1059","2015-Site-08",46.55888,-117.21073,2015,176,5,877.553261244346
"1060","2015-Site-08",46.55888,-117.21073,2015,183,1,1006.80112979568
"1061","2015-Site-08",46.55888,-117.21073,2015,190,0,1131.16880582676
"1062","2015-Site-08",46.55888,-117.21073,2015,198,0,1249.55867773457
"1063","2015-Site-07",46.57912,-117.2384,2015,142,5,460.040333977634
"1064","2015-Site-07",46.57912,-117.2384,2015,149,8,532.485333977634
"1065","2015-Site-07",46.57912,-117.2384,2015,156,7,614.390333977634
"1066","2015-Site-07",46.57912,-117.2384,2015,163,5,722.155526500785
"1067","2015-Site-07",46.57912,-117.2384,2015,170,7,809.093696132409
"1068","2015-Site-07",46.57912,-117.2384,2015,176,2,889.234028439091
"1069","2015-Site-07",46.57912,-117.2384,2015,183,3,1018.67001284159
"1070","2015-Site-07",46.57912,-117.2384,2015,190,0,1143.08622665782
"1071","2015-Site-07",46.57912,-117.2384,2015,198,0,1262.75031716518
"1072","2015-Site-06",46.6134,-117.24113,2015,142,3,459.366650917759
"1073","2015-Site-06",46.6134,-117.24113,2015,149,0,531.861650917759
"1074","2015-Site-06",46.6134,-117.24113,2015,156,4,613.791650917759
"1075","2015-Site-06",46.6134,-117.24113,2015,163,4,721.086781102547
"1076","2015-Site-06",46.6134,-117.24113,2015,170,5,807.473446335676
"1077","2015-Site-06",46.6134,-117.24113,2015,176,5,887.048523700576
"1078","2015-Site-06",46.6134,-117.24113,2015,183,2,1015.94447882239
"1079","2015-Site-06",46.6134,-117.24113,2015,190,0,1139.83724013825
"1080","2015-Site-06",46.6134,-117.24113,2015,198,0,1259.48683901297
"1081","2015-Site-05",46.62437,-117.29487,2015,142,2,477.130576271141
"1082","2015-Site-05",46.62437,-117.29487,2015,149,7,551.340576271141
"1083","2015-Site-05",46.62437,-117.29487,2015,156,1,635.460576271141
"1084","2015-Site-05",46.62437,-117.29487,2015,163,1,743.848381688503
"1085","2015-Site-05",46.62437,-117.29487,2015,170,5,831.643464201677
"1086","2015-Site-05",46.62437,-117.29487,2015,176,11,912.318661613515
"1087","2015-Site-05",46.62437,-117.29487,2015,183,1,1042.00631569067
"1088","2015-Site-05",46.62437,-117.29487,2015,190,0,1166.54417310281
"1089","2015-Site-05",46.62437,-117.29487,2015,198,0,1288.63790564068
"1090","2015-Site-04",46.62572,-117.23552,2015,142,9,466.724836549207
"1091","2015-Site-04",46.62572,-117.23552,2015,149,2,539.949836549207
"1092","2015-Site-04",46.62572,-117.23552,2015,156,4,622.689836549207
"1093","2015-Site-04",46.62572,-117.23552,2015,163,7,730.32934305613
"1094","2015-Site-04",46.62572,-117.23552,2015,170,10,817.112047134792
"1095","2015-Site-04",46.62572,-117.23552,2015,176,1,896.897673723512
"1096","2015-Site-04",46.62572,-117.23552,2015,183,1,1025.91172808467
"1097","2015-Site-04",46.62572,-117.23552,2015,190,0,1149.80703037909
"1098","2015-Site-04",46.62572,-117.23552,2015,198,0,1270.40537453198
"1099","2015-Site-03",46.54068,-116.77525,2015,142,1,457.286295733436
"1100","2015-Site-03",46.54068,-116.77525,2015,149,9,531.076295733436
"1101","2015-Site-03",46.54068,-116.77525,2015,156,15,614.046295733436
"1102","2015-Site-03",46.54068,-116.77525,2015,163,7,722.097962668551
"1103","2015-Site-03",46.54068,-116.77525,2015,170,9,811.269276694732
"1104","2015-Site-03",46.54068,-116.77525,2015,176,6,893.742151939186
"1105","2015-Site-03",46.54068,-116.77525,2015,183,9,1023.74556272521
"1106","2015-Site-03",46.54068,-116.77525,2015,190,4,1148.93721152175
"1107","2015-Site-03",46.54068,-116.77525,2015,198,1,1268.03565078028
"1108","2015-Site-02",46.51983,-116.82325,2015,142,1,449.564935599932
"1109","2015-Site-02",46.51983,-116.82325,2015,149,5,522.254935599932
"1110","2015-Site-02",46.51983,-116.82325,2015,156,8,604.124935599932
"1111","2015-Site-02",46.51983,-116.82325,2015,163,8,711.736465266454
"1112","2015-Site-02",46.51983,-116.82325,2015,170,13,800.250875806575
"1113","2015-Site-02",46.51983,-116.82325,2015,176,10,882.24827780972
"1114","2015-Site-02",46.51983,-116.82325,2015,183,5,1012.20770283226
"1115","2015-Site-02",46.51983,-116.82325,2015,190,1,1137.30941286419
"1116","2015-Site-02",46.51983,-116.82325,2015,198,0,1255.44205826201
"1117","2015-Site-01",46.59013,-116.9441,2015,142,1,447.234062924451
"1118","2015-Site-01",46.59013,-116.9441,2015,149,2,519.744062924451
"1119","2015-Site-01",46.59013,-116.9441,2015,156,1,600.779062924451
"1120","2015-Site-01",46.59013,-116.9441,2015,163,1,708.042195130664
"1121","2015-Site-01",46.59013,-116.9441,2015,170,0,795.275396959709
"1122","2015-Site-01",46.59013,-116.9441,2015,176,1,875.903132155892
"1123","2015-Site-01",46.59013,-116.9441,2015,183,1,1005.01271501122
"1124","2015-Site-01",46.59013,-116.9441,2015,190,0,1129.57697842835
"1125","2015-Site-01",46.59013,-116.9441,2015,198,0,1247.09191944337
"1126","2014-Site-15",46.53453,-116.78957,2014,143,9,332.445895667653
"1127","2014-Site-15",46.53453,-116.78957,2014,147,9,369.074244469087
"1128","2014-Site-15",46.53453,-116.78957,2014,150,1,388.907233024008
"1129","2014-Site-15",46.53453,-116.78957,2014,154,1,435.387233024008
"1130","2014-Site-15",46.53453,-116.78957,2014,157,4,465.727588310825
"1131","2014-Site-15",46.53453,-116.78957,2014,164,4,534.902588310825
"1132","2014-Site-15",46.53453,-116.78957,2014,171,6,581.987715026736
"1133","2014-Site-15",46.53453,-116.78957,2014,178,5,659.570756009935
"1134","2014-Site-15",46.53453,-116.78957,2014,183,2,720.60455563114
"1135","2014-Site-15",46.53453,-116.78957,2014,192,0,865.364538075569
"1136","2014-Site-15",46.53453,-116.78957,2014,199,50,986.651054611937
"1137","2014-Site-14",46.52205,-116.81645,2014,143,3,326.484496302074
"1138","2014-Site-14",46.52205,-116.81645,2014,147,0,362.587139661201
"1139","2014-Site-14",46.52205,-116.81645,2014,150,0,382.017497066593
"1140","2014-Site-14",46.52205,-116.81645,2014,154,0,428.147497066593
"1141","2014-Site-14",46.52205,-116.81645,2014,157,0,458.192032148281
"1142","2014-Site-14",46.52205,-116.81645,2014,164,0,526.932032148281
"1143","2014-Site-14",46.52205,-116.81645,2014,171,5,573.192209515794
"1144","2014-Site-14",46.52205,-116.81645,2014,178,14,650.048626240909
"1145","2014-Site-14",46.52205,-116.81645,2014,183,27,710.764634744727
"1146","2014-Site-14",46.52205,-116.81645,2014,192,1,855.532349780976
"1147","2014-Site-14",46.52205,-116.81645,2014,199,20,977.09164803882
"1148","2014-Site-13",46.48198,-117.12195,2014,143,0,327.665569883025
"1149","2014-Site-13",46.48198,-117.12195,2014,147,0,362.982353120416
"1150","2014-Site-13",46.48198,-117.12195,2014,150,3,381.909200617521
"1151","2014-Site-13",46.48198,-117.12195,2014,154,3,428.484200617521
"1152","2014-Site-13",46.48198,-117.12195,2014,157,3,458.564200617521
"1153","2014-Site-13",46.48198,-117.12195,2014,164,7,528.194200617521
"1154","2014-Site-13",46.48198,-117.12195,2014,171,45,574.469642807606
"1155","2014-Site-13",46.48198,-117.12195,2014,178,46,651.251505453483
"1156","2014-Site-13",46.48198,-117.12195,2014,183,73,712.785027226636
"1157","2014-Site-13",46.48198,-117.12195,2014,192,4,860.720078404941
"1158","2014-Site-13",46.48198,-117.12195,2014,199,9,986.010909642275
"1159","2014-Site-12",46.5313,-117.13548,2014,143,4,331.172644237531
"1160","2014-Site-12",46.5313,-117.13548,2014,147,0,366.52893780265
"1161","2014-Site-12",46.5313,-117.13548,2014,150,19,385.617800311074
"1162","2014-Site-12",46.5313,-117.13548,2014,154,9,432.347800311074
"1163","2014-Site-12",46.5313,-117.13548,2014,157,5,462.379657326497
"1164","2014-Site-12",46.5313,-117.13548,2014,164,2,531.844657326497
"1165","2014-Site-12",46.5313,-117.13548,2014,171,20,578.40184503601
"1166","2014-Site-12",46.5313,-117.13548,2014,178,7,655.221689235507
"1167","2014-Site-12",46.5313,-117.13548,2014,183,11,716.722671149469
"1168","2014-Site-12",46.5313,-117.13548,2014,192,5,863.926534969975
"1169","2014-Site-12",46.5313,-117.13548,2014,199,4,988.903368570592
"1170","2014-Site-11",46.5491,-117.12282,2014,143,1,337.024246824201
"1171","2014-Site-11",46.5491,-117.12282,2014,147,0,372.759265146882
"1172","2014-Site-11",46.5491,-117.12282,2014,150,9,392.137959617461
"1173","2014-Site-11",46.5491,-117.12282,2014,154,5,439.177959617461
"1174","2014-Site-11",46.5491,-117.12282,2014,157,7,469.438179236183
"1175","2014-Site-11",46.5491,-117.12282,2014,164,3,539.418179236183
"1176","2014-Site-11",46.5491,-117.12282,2014,171,25,586.670578005794
"1177","2014-Site-11",46.5491,-117.12282,2014,178,19,664.072651271817
"1178","2014-Site-11",46.5491,-117.12282,2014,183,57,725.892666197022
"1179","2014-Site-11",46.5491,-117.12282,2014,192,13,873.128025464573
"1180","2014-Site-11",46.5491,-117.12282,2014,199,50,998.130896919207
"1181","2014-Site-10",46.56097,-117.21288,2014,143,11,335.943905930015
"1182","2014-Site-10",46.56097,-117.21288,2014,147,0,371.256124071831
"1183","2014-Site-10",46.56097,-117.21288,2014,150,3,390.524394857631
"1184","2014-Site-10",46.56097,-117.21288,2014,154,7,437.449394857631
"1185","2014-Site-10",46.56097,-117.21288,2014,157,3,467.508257309205
"1186","2014-Site-10",46.56097,-117.21288,2014,164,3,537.158257309204
"1187","2014-Site-10",46.56097,-117.21288,2014,171,18,584.328271299282
"1188","2014-Site-10",46.56097,-117.21288,2014,178,13,661.543013899149
"1189","2014-Site-10",46.56097,-117.21288,2014,183,26,723.224624426651
"1190","2014-Site-10",46.56097,-117.21288,2014,192,3,870.239022549989
"1191","2014-Site-10",46.56097,-117.21288,2014,199,4,995.615475650049
"1192","2014-Site-09",46.58988,-117.2161,2014,143,9,337.8703419998
"1193","2014-Site-09",46.58988,-117.2161,2014,147,4,373.214637917202
"1194","2014-Site-09",46.58988,-117.2161,2014,150,18,392.585548154138
"1195","2014-Site-09",46.58988,-117.2161,2014,154,18,439.560548154138
"1196","2014-Site-09",46.58988,-117.2161,2014,157,21,469.596557129543
"1197","2014-Site-09",46.58988,-117.2161,2014,164,11,539.191557129543
"1198","2014-Site-09",46.58988,-117.2161,2014,171,101,586.574877711916
"1199","2014-Site-09",46.58988,-117.2161,2014,178,30,663.87432129773
"1200","2014-Site-09",46.58988,-117.2161,2014,183,300,725.502436796986
"1201","2014-Site-09",46.58988,-117.2161,2014,192,63,872.034513398983
"1202","2014-Site-09",46.58988,-117.2161,2014,199,60,997.139103791319
"1203","2014-Site-08",46.58655,-117.18732,2014,143,0,349.826922215595
"1204","2014-Site-08",46.58655,-117.18732,2014,147,2,386.015468067402
"1205","2014-Site-08",46.58655,-117.18732,2014,150,4,405.946946292498
"1206","2014-Site-08",46.58655,-117.18732,2014,154,6,453.556946292498
"1207","2014-Site-08",46.58655,-117.18732,2014,157,13,484.136627666218
"1208","2014-Site-08",46.58655,-117.18732,2014,164,5,555.046627666218
"1209","2014-Site-08",46.58655,-117.18732,2014,171,27,603.850568002402
"1210","2014-Site-08",46.58655,-117.18732,2014,178,10,682.388943425272
"1211","2014-Site-08",46.58655,-117.18732,2014,183,50,744.798646158578
"1212","2014-Site-08",46.58655,-117.18732,2014,192,10,891.872063025244
"1213","2014-Site-08",46.58655,-117.18732,2014,199,3,1017.36488104395
"1214","2014-Site-07",46.6179,-117.21683,2014,143,2,351.067495184639
"1215","2014-Site-07",46.6179,-117.21683,2014,147,1,387.15694702248
"1216","2014-Site-07",46.6179,-117.21683,2014,150,2,407.173367835325
"1217","2014-Site-07",46.6179,-117.21683,2014,154,6,454.788367835325
"1218","2014-Site-07",46.6179,-117.21683,2014,157,2,485.293076416844
"1219","2014-Site-07",46.6179,-117.21683,2014,164,6,556.033076416844
"1220","2014-Site-07",46.6179,-117.21683,2014,171,16,604.99126400289
"1221","2014-Site-07",46.6179,-117.21683,2014,178,19,683.618740427192
"1222","2014-Site-07",46.6179,-117.21683,2014,183,66,745.906927194621
"1223","2014-Site-07",46.6179,-117.21683,2014,192,9,892.485714910993
"1224","2014-Site-07",46.6179,-117.21683,2014,199,15,1017.69799736522
"1225","2014-Site-06",46.65992,-117.3441,2014,143,12,356.34876229103
"1226","2014-Site-06",46.65992,-117.3441,2014,147,13,392.357192146069
"1227","2014-Site-06",46.65992,-117.3441,2014,150,25,412.673055852756
"1228","2014-Site-06",46.65992,-117.3441,2014,154,20,460.633055852756
"1229","2014-Site-06",46.65992,-117.3441,2014,157,17,491.17937949179
"1230","2014-Site-06",46.65992,-117.3441,2014,164,3,562.28937949179
"1231","2014-Site-06",46.65992,-117.3441,2014,171,70,612.268324066605
"1232","2014-Site-06",46.65992,-117.3441,2014,178,32,691.796574185119
"1233","2014-Site-06",46.65992,-117.3441,2014,183,400,754.430924493433
"1234","2014-Site-06",46.65992,-117.3441,2014,192,11,901.330788387797
"1235","2014-Site-06",46.65992,-117.3441,2014,199,0,1027.32881190111
"1236","2014-Site-05",46.76023,-117.16997,2014,143,0,350.707854070056
"1237","2014-Site-05",46.76023,-117.16997,2014,147,1,386.518107627839
"1238","2014-Site-05",46.76023,-117.16997,2014,150,0,406.535937304553
"1239","2014-Site-05",46.76023,-117.16997,2014,154,4,453.885937304553
"1240","2014-Site-05",46.76023,-117.16997,2014,157,5,483.836275167468
"1241","2014-Site-05",46.76023,-117.16997,2014,164,12,553.306275167468
"1242","2014-Site-05",46.76023,-117.16997,2014,171,15,601.659604435207
"1243","2014-Site-05",46.76023,-117.16997,2014,178,21,679.422620997832
"1244","2014-Site-05",46.76023,-117.16997,2014,183,54,740.651452039472
"1245","2014-Site-05",46.76023,-117.16997,2014,192,37,884.584311194196
